Country,State,city,place,Pollutants
India,West_Bengal,Durgapur,"Sidhu Kanhu Indoor Stadium, Durgapur - WBPCB",SO2
India,West_Bengal,Durgapur,"Sidhu Kanhu Indoor Stadium, Durgapur - WBPCB",CO
India,West_Bengal,Haldia,"Haldia, Haldia - WBPCB",PM10
India,West_Bengal,Haldia,"Haldia, Haldia - WBPCB",NO2
India,West_Bengal,Haldia,"Haldia, Haldia - WBPCB",SO2
India,West_Bengal,Haldia,"Haldia, Haldia - WBPCB",CO
India,West_Bengal,Haldia,"Haldia, Haldia - WBPCB",OZONE
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",PM2.5
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",PM10
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",NO2
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",NH3
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",SO2
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",CO
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",OZONE
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",PM2.5
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",PM10
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",NO2
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",NH3
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",SO2
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",CO
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",OZONE
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",PM2.5
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",PM10
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",NO2
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",NH3
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",SO2
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",CO
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",OZONE
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",PM2.5
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",PM10
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",NO2
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",NH3
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",SO2
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",CO
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",OZONE
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",PM2.5
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",PM10
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",NO2
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",NH3
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",SO2
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",CO
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",OZONE
